HCPCS,MOD,DESCRIPTION,CODE
D2161,,Amalgam 4 or > surfaces perm,N
D2330,,Resin one surface-anterior,N
D2331,,Resin two surfaces-anterior,N
D2332,,Resin three surfaces-anterio,N
D2335,,Resin 4/> surf or w incis an,N
D2390,,Ant resin-based cmpst crown,N
D2391,,Post 1 srfc resinbased cmpst,N
D2392,,Post 2 srfc resinbased cmpst,N
D2393,,Post 3 srfc resinbased cmpst,N
D2394,,Post >=4srfc resinbase cmpst,N
D2410,,Dental gold foil one surface,N
D2420,,Dental gold foil two surface,N
D2430,,Dental gold foil three surfa,N
D2510,,Dental inlay metalic 1 surf,N
D2520,,Dental inlay metallic 2 surf,N
D2530,,Dental inlay metl 3/more sur,N
D2542,,Dental onlay metallic 2 surf,N
D2543,,Dental onlay metallic 3 surf,N
D2544,,Dental onlay metl 4/more sur,N
D2610,,Inlay porcelain/ceramic 1 su,N
D2620,,Inlay porcelain/ceramic 2 su,N
D2630,,Dental onlay porc 3/more sur,N
D2642,,Dental onlay porcelin 2 surf,N
D2643,,Dental onlay porcelin 3 surf,N
D2644,,Dental onlay porc 4/more sur,N
D2650,,Inlay composite/resin one su,N
D2651,,Inlay composite/resin two su,N
D2652,,Dental inlay resin 3/mre sur,N
D2662,,Dental onlay resin 2 surface,N
D2663,,Dental onlay resin 3 surface,N
D2664,,Dental onlay resin 4/mre sur,N
D2710,,Crown resin-based indirect,N
D2712,,Crown 3/4 resin-based compos,N
D2720,,Crown resin w/ high noble me,N
D2721,,Crown resin w/ base metal,N
D2722,,Crown resin w/ noble metal,N
D2740,,Crown porcelain/ceramic subs,N
D2750,,Crown porcelain w/ h noble m,N
D2751,,Crown porcelain fused base m,N
D2752,,Crown porcelain w/ noble met,N
D2780,,Crown 3/4 cast hi noble met,N
D2781,,Crown 3/4 cast base metal,N
D2782,,Crown 3/4 cast noble metal,N
D2783,,Crown 3/4 porcelain/ceramic,N
D2790,,Crown full cast high noble m,N
D2791,,Crown full cast base metal,N
D2792,,Crown full cast noble metal,N
D2794,,Crown-titanium,N
D2799,,Provisional crown,N
D2910,,Recement inlay onlay or part,N
D2915,,Recement cast or prefab post,N
D2920,,Dental recement crown,N
D2930,,Prefab stnlss steel crwn pri,N
D2931,,Prefab stnlss steel crown pe,N
D2932,,Prefabricated resin crown,N
D2933,,Prefab stainless steel crown,N
D2934,,Prefab steel crown primary,N
D2940,,Protective restoration,N
D2950,,Core build-up incl any pins,N
D2951,,Tooth pin retention,N
D2952,,Post and core cast + crown,N
D2953,,Each addtnl cast post,N
D2954,,Prefab post/core + crown,N
D2955,,Post removal,N
D2957,,Each addtnl prefab post,N
D2960,,Laminate labial veneer,N
D2961,,Lab labial veneer resin,N
D2962,,Lab labial veneer porcelain,N
D2970,,Temp crown (fractured tooth),R
D2971,,Add proc construct new crown,N
D2975,,Coping,N
D2980,,Crown repair,N
D2999,,Dental unspec restorative pr,R
D3110,,Pulp cap direct,N
D3120,,Pulp cap indirect,N
D3220,,Therapeutic pulpotomy,N
D3221,,Gross pulpal debridement,N
D3222,,Part pulp for apexogenesis,N
D3230,,Pulpal therapy anterior prim,N
D3240,,Pulpal therapy posterior pri,N
D3310,,"End thxpy, anterior tooth",N
D3320,,"End thxpy, bicuspid tooth",N
D3330,,"End thxpy, molar",N
D3331,,Non-surg tx root canal obs,N
D3332,,Incomplete endodontic tx,N
D3333,,Internal root repair,N
D3346,,Retreat root canal anterior,N
D3347,,Retreat root canal bicuspid,N
D3348,,Retreat root canal molar,N
D3351,,Apexification/recalc initial,N
D3352,,Apexification/recalc interim,N
D3353,,Apexification/recalc final,N
D3354,,Pulpal regeneration,I
D3410,,Apicoect/perirad surg anter,N
D3421,,Root surgery bicuspid,N
D3425,,Root surgery molar,N
D3426,,Root surgery ea add root,N
D3430,,Retrograde filling,N
D3450,,Root amputation,N
D3460,,Endodontic endosseous implan,R
D3470,,Intentional replantation,N
D3910,,Isolation- tooth w rubb dam,N
D3920,,Tooth splitting,N
D3950,,Canal prep/fitting of dowel,N
D3999,,Endodontic procedure,R
D4210,,Gingivectomy/plasty per quad,I
D4211,,Gingivectomy/plasty per toot,I
D4230,,Ana crown exp 4 or> per quad,N
D4231,,Ana crown exp 1-3 per quad,N
D4240,,Gingival flap proc w/ planin,N
D4241,,Gngvl flap w rootplan 1-3 th,N
D4245,,Apically positioned flap,N
D4249,,Crown lengthen hard tissue,N
D4260,,Osseous surgery per quadrant,R
D4261,,Osseous surgl-3teethperquad,N
D4263,,Bone replce graft first site,R
D4264,,Bone replce graft each add,R
D4265,,Bio mtrls to aid soft/os reg,N
D4266,,Guided tiss regen resorble,N
D4267,,Guided tiss regen nonresorb,N
D4268,,Surgical revision procedure,R
D4270,,Pedicle soft tissue graft pr,R
D4271,,Free soft tissue graft proc,R
D4273,,Subepithelial tissue graft,R
D4274,,Distal/proximal wedge proc,N
D4275,,Soft tissue allograft,N
D4276,,Con tissue w dble ped graft,N
D4320,,Provision splnt intracoronal,N
D4321,,Provisional splint extracoro,N
D4341,,Periodontal scaling & root,N
D4342,,Periodontal scaling 1-3teeth,N
D4355,,Full mouth debridement,R
D4381,,Localized delivery antimicro,R
D4910,,Periodontal maint procedures,N
D4920,,Unscheduled dressing change,N
D4999,,Unspecified periodontal proc,N
D5110,,Dentures complete maxillary,N
D5120,,Dentures complete mandible,N
D5130,,Dentures immediat maxillary,N
D5140,,Dentures immediat mandible,N
D5211,,Dentures maxill part resin,N
D5212,,Dentures mand part resin,N
D5213,,Dentures maxill part metal,N
D5214,,Dentures mandibl part metal,N
D5225,,Maxillary part denture flex,N
D5226,,Mandibular part denture flex,N
D5281,,Removable partial denture,N
D5410,,Dentures adjust cmplt maxil,N
D5411,,Dentures adjust cmplt mand,N
D5421,,Dentures adjust part maxill,N
D5422,,Dentures adjust part mandbl,N
D5510,,Dentur repr broken compl bas,N
D5520,,Replace denture teeth complt,N
D5610,,Dentures repair resin base,N
D5620,,Rep part denture cast frame,N
D5630,,Rep partial denture clasp,N
D5640,,Replace part denture teeth,N
D5650,,Add tooth to partial denture,N
D5660,,Add clasp to partial denture,N
D5670,,Replc tth&acrlc on mtl frmwk,N
D5671,,Replc tth&acrlc mandibular,N
D5710,,Dentures rebase cmplt maxil,N
D5711,,Dentures rebase cmplt mand,N
D5720,,Dentures rebase part maxill,N
D5721,,Dentures rebase part mandbl,N
D5730,,Denture reln cmplt maxil ch,N
D5731,,Denture reln cmplt mand chr,N
D5740,,Denture reln part maxil chr,N
D5741,,Denture reln part mand chr,N
D5750,,Denture reln cmplt max lab,N
D5751,,Denture reln cmplt mand lab,N
D5760,,Denture reln part maxil lab,N
D5761,,Denture reln part mand lab,N
D5810,,Denture interm cmplt maxill,N
D5811,,Denture interm cmplt mandbl,N
D5820,,Denture interm part maxill,N
D5821,,Denture interm part mandbl,N
D5850,,Denture tiss conditn maxill,N
D5851,,Denture tiss condtin mandbl,N
D5860,,Overdenture complete,N
D5861,,Overdenture partial,N
D5862,,Precision attachment,N
D5867,,Replacement of precision att,N
D5875,,Prosthesis modification,N
D5899,,Removable prosthodontic proc,N
D5911,,Facial moulage sectional,R
D5912,,Facial moulage complete,R
D5913,,Nasal prosthesis,I
D5914,,Auricular prosthesis,I
D5915,,Orbital prosthesis,I
D5916,,Ocular prosthesis,I
D5919,,Facial prosthesis,I
D5922,,Nasal septal prosthesis,I
D5923,,Ocular prosthesis interim,I
D5924,,Cranial prosthesis,I
D5925,,Facial augmentation implant,I
D5926,,Replacement nasal prosthesis,I
D5927,,Auricular replacement,I
D5928,,Orbital replacement,I
D5929,,Facial replacement,I
D5931,,Surgical obturator,I
D5932,,Postsurgical obturator,I
D5933,,Refitting of obturator,I
D5934,,Mandibular flange prosthesis,I
D5935,,Mandibular denture prosth,I
D5936,,Temp obturator prosthesis,I
D5937,,Trismus appliance,I
D5951,,Feeding aid,R
D5952,,Pediatric speech aid,I
D5953,,Adult speech aid,I
D5954,,Superimposed prosthesis,I
D5955,,Palatal lift prosthesis,I
D5958,,Intraoral con def inter plt,I
D5959,,Intraoral con def mod palat,I
D5960,,Modify speech aid prosthesis,I
D5982,,Surgical stent,I
D5983,,Radiation applicator,R
D5984,,Radiation shield,R
D5985,,Radiation cone locator,R
D5986,,Fluoride applicator,N
D5987,,Commissure splint,R
D5988,,Surgical splint,I
D5991,,Topical medicament carrier,N
D5992,,Adjust max prost appliance,I
D5993,,Main/clean max prosthesis,I
D5999,,Maxillofacial prosthesis,I
D6010,,Odontics endosteal implant,I
D6012,,Endosteal implant,N
D6040,,Odontics eposteal implant,I
D6050,,Odontics transosteal implnt,I
D6053,,Implnt/abtmnt spprt remv dnt,N
D6054,,Implnt/abtmnt spprt remvprtl,N
D6055,,Implant connecting bar,I
D6056,,Prefabricated abutment,N
D6057,,Custom abutment,N
D6058,,Abutment supported crown,N
D6059,,Abutment supported mtl crown,N
D6060,,Abutment supported mtl crown,N
D6061,,Abutment supported mtl crown,N
D6062,,Abutment supported mtl crown,N
D6063,,Abutment supported mtl crown,N
D6064,,Abutment supported mtl crown,N
D6065,,Implant supported crown,N
D6066,,Implant supported mtl crown,N
D6067,,Implant supported mtl crown,N
D6068,,Abutment supported retainer,N
D6069,,Abutment supported retainer,N
D6070,,Abutment supported retainer,N
D6071,,Abutment supported retainer,N
D6072,,Abutment supported retainer,N
D6073,,Abutment supported retainer,N
D6074,,Abutment supported retainer,N
D6075,,Implant supported retainer,N
D6076,,Implant supported retainer,N
D6077,,Implant supported retainer,N
D6078,,Implnt/abut suprtd fixd dent,N
D6079,,Implnt/abut suprtd fixd dent,N
D6080,,Implant maintenance,I
D6090,,Repair implant,I
D6091,,Repl semi/precision attach,N
D6092,,Recement supp crown,N
D6093,,Recement supp part denture,N
D6094,,Abut support crown titanium,N
D6095,,Odontics repr abutment,I
D6100,,Removal of implant,I
D6190,,Radio/surgical implant index,N
D6194,,Abut support retainer titani,N
D6199,,Implant procedure,I
D6205,,Pontic-indirect resin based,N
D6210,,Prosthodont high noble metal,N
D6211,,Bridge base metal cast,N
D6212,,Bridge noble metal cast,N
D6214,,Pontic titanium,N
D6240,,Bridge porcelain high noble,N
D6241,,Bridge porcelain base metal,N
D6242,,Bridge porcelain nobel metal,N
D6245,,Bridge porcelain/ceramic,N
D6250,,Bridge resin w/high noble,N
D6251,,Bridge resin base metal,N
D6252,,Bridge resin w/noble metal,N
D6253,,Provisional pontic,N
D6254,,Interim pontic,I
D6545,,Dental retainr cast metl,N
D6548,,Porcelain/ceramic retainer,N
D6600,,Porcelain/ceramic inlay 2srf,N
D6601,,Porc/ceram inlay >= 3 surfac,N
D6602,,Cst hgh nble mtl inlay 2 srf,N
D6603,,Cst hgh nble mtl inlay >=3sr,N
D6604,,Cst bse mtl inlay 2 surfaces,N
D6605,,Cst bse mtl inlay >= 3 surfa,N
D6606,,Cast noble metal inlay 2 sur,N
D6607,,Cst noble mtl inlay >=3 surf,N
D6608,,Onlay porc/crmc 2 surfaces,N
D6609,,Onlay porc/crmc >=3 surfaces,N
D6610,,Onlay cst hgh nbl mtl 2 srfc,N
D6611,,Onlay cst hgh nbl mtl >=3srf,N
D6612,,Onlay cst base mtl 2 surface,N
D6613,,Onlay cst base mtl >=3 surfa,N
D6614,,Onlay cst nbl mtl 2 surfaces,N
D6615,,Onlay cst nbl mtl >=3 surfac,N
D6624,,Inlay titanium,N
D6634,,Onlay titanium,N
D6710,,Crown-indirect resin based,N
D6720,,Retain crown resin w hi nble,N
D6721,,Crown resin w/base metal,N
D6722,,Crown resin w/noble metal,N
D6740,,Crown porcelain/ceramic,N
D6750,,Crown porcelain high noble,N
D6751,,Crown porcelain base metal,N
D6752,,Crown porcelain noble metal,N
D6780,,Crown 3/4 high noble metal,N
D6781,,Crown 3/4 cast based metal,N
D6782,,Crown 3/4 cast noble metal,N
D6783,,Crown 3/4 porcelain/ceramic,N
D6790,,Crown full high noble metal,N
D6791,,Crown full base metal cast,N
D6792,,Crown full noble metal cast,N
D6793,,Provisional retainer crown,N
D6794,,Crown titanium,N
D6795,,Interim retainer crown,I
D6920,,Dental connector bar,R
D6930,,Dental recement bridge,N
D6940,,Stress breaker,N
D6950,,Precision attachment,N
D6970,,Post & core plus retainer,N
D6972,,Prefab post & core plus reta,N
D6973,,Core build up for retainer,N
D6975,,Coping metal,N
D6976,,Each addtnl cast post,N
D6977,,Each addtl prefab post,N
D6980,,Bridge repair,N
D6985,,Pediatric partial denture fx,N
D6999,,Fixed prosthodontic proc,N
D7111,,Extraction coronal remnants,R
D7140,,Extraction erupted tooth/exr,R
D7210,,Rem imp tooth w mucoper flp,R
D7220,,Impact tooth remov soft tiss,R
D7230,,Impact tooth remov part bony,R
D7240,,Impact tooth remov comp bony,R
D7241,,Impact tooth rem bony w/comp,R
D7250,,Tooth root removal,R
D7251,,Coronectomy,I
D7260,,Oral antral fistula closure,R
D7261,,Primary closure sinus perf,R
D7270,,Tooth reimplantation,N
D7272,,Tooth transplantation,N
D7280,,Exposure impact tooth orthod,N
D7282,,Mobilize erupted/malpos toot,N
D7283,,Place device impacted tooth,R
D7285,,Biopsy of oral tissue hard,I
D7286,,Biopsy of oral tissue soft,I
D7287,,Exfoliative cytolog collect,I
D7288,,Brush biopsy,R
D7290,,Repositioning of teeth,N
D7291,,Transseptal fiberotomy,R
D7292,,Screw retained plate,N
D7293,,Temp anchorage dev w flap,N
D7294,,Temp anchorage dev w/o flap,N
D7295,,"Bone harvest,auto graft proc",I
D7310,,Alveoplasty w/ extraction,I
D7311,,Alveoloplasty w/extract 1-3,N
D7320,,Alveoplasty w/o extraction,I
D7321,,Alveoloplasty not w/extracts,R
D7340,,Vestibuloplasty ridge extens,I
D7350,,Vestibuloplasty exten graft,I
D7410,,Rad exc lesion up to 1.25 cm,I
D7411,,Excision benign lesion>1.25c,I
D7412,,Excision benign lesion compl,I
D7413,,Excision malig lesion<=1.25c,I
D7414,,Excision malig lesion>1.25cm,I
D7415,,Excision malig les complicat,I
D7440,,Malig tumor exc to 1.25 cm,I
D7441,,Malig tumor > 1.25 cm,I
D7450,,Rem odontogen cyst to 1.25cm,I
D7451,,Rem odontogen cyst > 1.25 cm,I
D7460,,Rem nonodonto cyst to 1.25cm,I
D7461,,Rem nonodonto cyst > 1.25 cm,I
D7465,,Lesion destruction,I
D7471,,Rem exostosis any site,I
D7472,,Removal of torus palatinus,I
D7473,,Remove torus mandibularis,I
D7485,,Surg reduct osseoustuberosit,I
D7490,,Maxilla or mandible resectio,I
D7510,,I&d absc intraoral soft tiss,I
D7511,,Incision/drain abscess intra,R
D7520,,I&d abscess extraoral,I
D7521,,Incision/drain abscess extra,R
D7530,,Removal fb skin/areolar tiss,I
D7540,,Removal of fb reaction,I
D7550,,Removal of sloughed off bone,I
D7560,,Maxillary sinusotomy,I
D7610,,Maxilla open reduct simple,I
D7620,,Clsd reduct simpl maxilla fx,I
D7630,,Open red simpl mandible fx,I
D7640,,Clsd red simpl mandible fx,I
D7650,,Open red simp malar/zygom fx,I
D7660,,Clsd red simp malar/zygom fx,I
D7670,,Closd rductn splint alveolus,I
D7671,,Alveolus open reduction,I
D7680,,Reduct simple facial bone fx,I
D7710,,Maxilla open reduct compound,I
D7720,,Clsd reduct compd maxilla fx,I
D7730,,Open reduct compd mandble fx,I
D7740,,Clsd reduct compd mandble fx,I
D7750,,Open red comp malar/zygma fx,I
D7760,,Clsd red comp malar/zygma fx,I
D7770,,Open reduc compd alveolus fx,I
D7771,,Alveolus clsd reduc stblz te,I
D7780,,Reduct compnd facial bone fx,I
D7810,,Tmj open reduct-dislocation,I
D7820,,Closed tmp manipulation,I
D7830,,Tmj manipulation under anest,I
D7840,,Removal of tmj condyle,I
D7850,,Tmj meniscectomy,I
D7852,,Tmj repair of joint disc,I
D7854,,Tmj excisn of joint membrane,I
D7856,,Tmj cutting of a muscle,I
D7858,,Tmj reconstruction,I
D7860,,Tmj cutting into joint,I
D7865,,Tmj reshaping components,I
D7870,,Tmj aspiration joint fluid,I
D7871,,Lysis + lavage w catheters,N
D7872,,Tmj diagnostic arthroscopy,I
D7873,,Tmj arthroscopy lysis adhesn,I
D7874,,Tmj arthroscopy disc reposit,I
D7875,,Tmj arthroscopy synovectomy,I
D7876,,Tmj arthroscopy discectomy,I
D7877,,Tmj arthroscopy debridement,I
D7880,,Occlusal orthotic appliance,I
D7899,,Tmj unspecified therapy,I
D7910,,Dent sutur recent wnd to 5cm,I
D7911,,Dental suture wound to 5 cm,I
D7912,,Suture complicate wnd > 5 cm,I
D7920,,Dental skin graft,I
D7940,,Reshaping bone orthognathic,R
D7941,,Bone cutting ramus closed,I
D7943,,Cutting ramus open w/graft,I
D7944,,Bone cutting segmented,I
D7945,,Bone cutting body mandible,I
D7946,,Reconstruction maxilla total,I
D7947,,Reconstruct maxilla segment,I
D7948,,Reconstruct midface no graft,I
D7949,,Reconstruct midface w/graft,I
D7950,,Mandible graft,I
D7951,,Sinus aug w bone/bone sup,N
D7953,,Bone replacement graft,N
D7955,,Repair maxillofacial defects,I
D7960,,Frenulectomy/frenectomy,I
D7963,,Frenuloplasty,N
D7970,,Excision hyperplastic tissue,I
D7971,,Excision pericoronal gingiva,I
D7972,,Surg redct fibrous tuberosit,I
D7980,,Sialolithotomy,I
D7981,,Excision of salivary gland,I
D7982,,Sialodochoplasty,I
D7983,,Closure of salivary fistula,I
D7990,,Emergency tracheotomy,I
D7991,,Dental coronoidectomy,I
D7995,,Synthetic graft facial bones,I
D7996,,Implant mandible for augment,I
D7997,,Appliance removal,N
D7998,,Intraoral place of fix dev,N
D7999,,Oral surgery procedure,I
D8010,,Limited dental tx primary,N
D8020,,Limited dental tx transition,N
D8030,,Limited dental tx adolescent,N
D8040,,Limited dental tx adult,N
D8050,,Intercep dental tx primary,N
D8060,,Intercep dental tx transitn,N
D8070,,Compre dental tx transition,N
D8080,,Compre dental tx adolescent,N
D8090,,Compre dental tx adult,N
D8210,,Orthodontic rem appliance tx,N
D8220,,Fixed appliance therapy habt,N
D8660,,Preorthodontic tx visit,N
D8670,,Periodic orthodontc tx visit,N
D8680,,Orthodontic retention,N
D8690,,Orthodontic treatment,N
D8691,,Repair ortho appliance,N
D8692,,Replacement retainer,N
D8693,,Rebond/cement/repair retain,N
D8999,,Orthodontic procedure,N
D9110,,Tx dental pain minor proc,R
D9120,,Fix partial denture section,N
D9210,,Dent anesthesia w/o surgery,I
D9211,,Regional block anesthesia,I
D9212,,Trigeminal block anesthesia,I
D9215,,Local anesthesia,I
D9220,,General anesthesia,I
D9221,,General anesthesia ea ad 15m,I
D9230,,Analgesia,R
D9241,,Intravenous sedation,I
D9242,,IV sedation ea ad 30 m,I
D9248,,Sedation (non-iv),R
D9310,,Dental consultation,I
D9410,,Dental house call,I
D9420,,Hospital/ASC call,I
D9430,,Office visit during hours,I
D9440,,Office visit after hours,I
D9450,,Case presentation tx plan,I
D9610,,Dent therapeutic drug inject,I
D9612,,Thera par drugs 2 or > admin,N
D9630,,Other drugs/medicaments,R
D9910,,Dent appl desensitizing med,N
D9911,,Appl desensitizing resin,N
D9920,,Behavior management,N
D9930,,Treatment of complications,R
D9940,,Dental occlusal guard,R
D9941,,Fabrication athletic guard,N
D9942,,Repair/reline occlusal guard,N
D9950,,Occlusion analysis,R
D9951,,Limited occlusal adjustment,R
D9952,,Complete occlusal adjustment,R
D9970,,Enamel microabrasion,N
D9971,,Odontoplasty 1-2 teeth,N
D9972,,Extrnl bleaching per arch,N
D9973,,Extrnl bleaching per tooth,N
D9974,,Intrnl bleaching per tooth,N
D9999,,Adjunctive procedure,I
G0008,,Admin influenza virus vac,X
G0009,,Admin pneumococcal vaccine,X
G0010,,Admin hepatitis b vaccine,X
G0027,,Semen analysis,X
G0101,,CA screen;pelvic/breast exam,A
G0102,,Prostate ca screening; dre,A
G0103,,PSA screening,X
G0104,,CA screen;flexi sigmoidscope,A
G0105,,Colorectal scrn; hi risk ind,A
G0105,53,Colorectal scrn; hi risk ind,A
G0106,,Colon CA screen;barium enema,A
G0106,TC,Colon CA screen;barium enema,A
G0106,26,Colon CA screen;barium enema,A
G0108,,Diab manage trn  per indiv,A
G0109,,Diab manage trn ind/group,A
G0117,,Glaucoma scrn hgh risk direc,T
G0118,,Glaucoma scrn hgh risk direc,T
G0120,,Colon ca scrn; barium enema,A
G0120,TC,Colon ca scrn; barium enema,A
G0120,26,Colon ca scrn; barium enema,A
G0121,,Colon ca scrn not hi rsk ind,A
G0121,53,Colon ca scrn not hi rsk ind,A
G0122,,Colon ca scrn; barium enema,N
G0122,TC,Colon ca scrn; barium enema,N
G0122,26,Colon ca scrn; barium enema,N
G0123,,Screen cerv/vag thin layer,X
G0124,,Screen c/v thin layer by MD,A
G0127,,Trim nail(s),R
G0128,,CORF skilled nursing service,R
G0130,,Single energy x-ray study,A
G0130,TC,Single energy x-ray study,A
G0130,26,Single energy x-ray study,A
G0141,,"Scr c/v cyto,autosys and md",A
G0143,,"Scr c/v cyto,thinlayer,rescr",X
G0144,,"Scr c/v cyto,thinlayer,rescr",X
G0145,,"Scr c/v cyto,thinlayer,rescr",X
G0147,,"Scr c/v cyto, automated sys",X
G0148,,"Scr c/v cyto, autosys, rescr",X
G0157,,HHC PT assistant ea 15,E
G0158,,HHC OT assistant ea 15,E
G0159,,HHC PT maint ea 15 min,E
G0160,,HHC Occup Therapy ea 15,E
G0161,,HHC SLP ea 15 min,E
G0162,,"HHC RN E&M plan svs, 15 min",E
G0163,,HHC LPN/RN obs/asses ea 15,E
G0164,,HHC lis nurse train ea 15,E
G0166,,"Extrnl counterpulse, per tx",A
G0168,,Wound closure by adhesive,A
G0173,,Linear acc stereo radsur com,X
G0175,,"OPPS Service,sched team conf",X
G0176,,OPPS/PHP;activity therapy,X
G0177,,OPPS/PHP; train & educ serv,X
G0179,,MD recertification HHA PT,A
G0180,,MD certification HHA patient,A
G0181,,Home health care supervision,A
G0182,,Hospice care supervision,A
